Folder,segment_id,speaker,speaker_segment_id,start_time,end_time,duration,video_file,audio_file,transcript,Emotion Audio (final),Text Emotion (final),Video Emotion (final),Final Overall (majority of modalities),Audio Clarity (final),Speaker Gender (any),Speaker Identity (any)
videoplayback (225),3,SPEAKER_06,0,42.26909375,45.55971875,3.290625,videos/SPEAKER_06/SPEAKER_06_segment_0000.mp4,audios/SPEAKER_06/SPEAKER_06_segment_0000.wav,مصيبة ايه يا ساتر يا رب في ايه خضتيني,Surprise,Fear,Surprise,Surprise,Clear,Male,توفيق عبد الحكيم
videoplayback (225),4,SPEAKER_01,2,137.2415938,146.1009688,8.859375,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,كل التفاصيل وعد أانا هجيلك لحد عندك وهحكيلك كل حاجة وكل التفاصيل بس بلاش دلوقتي عشان خاطري واوعى يا بابا اوعى حد يعرف ولا حتى ماما,Fear,Fear,Fear,Fear,Clear,Female,ريهام حجاج
videoplayback (225),5,SPEAKER_01,3,148.8009688,154.1672188,5.36625,videos/SPEAKER_01/SPEAKER_01_segment_0003.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0003.wav,لا  ما هي ماما بتدلدق بالكلام كتير ولو عرفت هتروح تحكي لياسر بتحكي له كل حاجة وبعد كده يوسف هيعرف,Fear,Fear,Fear,Fear,Clear,Female,ريهام حجاج
videoplayback (225),6,SPEAKER_06,1,154.4878438,158.2172188,3.729375,videos/SPEAKER_06/SPEAKER_06_segment_0001.mp4,audios/SPEAKER_06/SPEAKER_06_segment_0001.wav,هيعرف في ايه يعرف ايه احنا في مشكلة في ست ماتت,Fear,Fear,Fear,Fear,Clear,Male,توفيق عبد الحكيم
videoplayback (225),7,SPEAKER_01,4,158.2172188,162.2503438,4.033125,videos/SPEAKER_01/SPEAKER_01_segment_0004.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0004.wav, لا ما يعرفش ما ينفعش يوسف يعرف خالص اوعى يا بابا اوعى,Fear,Fear,Fear,Fear,Clear,Female,ريهام حجاج
videoplayback (225),8,SPEAKER_01,5,211.5759688,215.8284688,4.2525,videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0005.wav,ولو سمحت من فضلك بلاش تدخل دلوقتي بلاش تدخل في الموضوع ,Fear,Anger,Fear,Fear,Clear,Female,ريهام حجاج
videoplayback (225),9,SPEAKER_01,6,217.7184688,223.6415938,5.923125,videos/SPEAKER_01/SPEAKER_01_segment_0006.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0006.wav,بابا صحتك ما تتنرفزش ما تتنرفزش عشان خاطري عشان صحتك بعدين لاحظ ان صوتك عالي,Fear,Fear,Fear,Fear,Clear,Female,ريهام حجاج
videoplayback (23),0,SPEAKER_00,0,85.26659375,88.92846875,3.661875,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,لا أنا أنا تمام في الفسيخ أنا مش قادرة يعني,Neutral,Disgust,Disgust,Disgust,Clear,Female,
videoplayback (258),0,SPEAKER_02,0,37.51034375,43.01159375,5.50125,videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0000.wav,هو انا جيالك عشان تقولي احناا تصورنا ازاي ومن انهي  ايه زاوية  احنا في مصيبة يا بني ادم انت بتحس ولا مبتحسش,Anger,Anger,Anger,Anger,Clear,Female,ريهام حجاج
videoplayback (258),1,SPEAKER_00,0,86.17784375,96.30284375,10.125,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,بس هو ازاي صورنا فيديو يعني يعني هو كان فاتح الكاميرا ومشغل الفيديو وحاسس ان فيه حادثة هتحصل في المكان ده بعد شوية,Surprise,Surprise,Surprise,Surprise,Clear,Male,كريم قاسم
videoplayback (258),2,SPEAKER_00,1,116.4178438,119.7590938,3.34125,videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0001.wav,هما مين انا انا انا انا مش عارف الشخص ده انا ,Fear,Fear,Fear,Fear,Clear,Male,كريم قاسم
videoplayback (258),3,SPEAKER_01,0,169.4897188,172.7803438,3.290625,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,مش هينفع.. مش هينفع ننفضله يا خالد  هنروح نقابله انا وانت,Fear,Anger,Fear,Fear,Clear,Female,ريهام حجاج
videoplayback (258),4,SPEAKER_00,2,183.9178438,189.8072188,5.889375,videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0002.wav,وبعدين إيش ضمنا ان هو ممكن يسكت ممكن يفضل يذلنا طول العمر ويفضل يجي لنا مرة واثنين وثلاثة,Fear,Fear,Fear,Fear,Clear,Male,كريم قاسم
videoplayback (258),5,SPEAKER_00,3,201.5522188,204.5728438,3.020625,videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0003.wav,هاتي انا اكلمه ه هاتي رقمه و هاتي انا اكلمه و هاتي انا  اتعامل,Fear,Fear,Fear,Fear,Clear,Male,كريم قاسم
videoplayback (26),0,SPEAKER_01,0,8.14784375,22.33971875,14.191875,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,عندنا كانوا يقولون لي طمنيشي لو في فرح وانتي مزنوقة يعني مش فاضية تروحي مش مهم وأنا فعلاً نادراً لما تلاقيني في أفراح على طول عزيزي سامير مسميني عزيزي عبدالعزيز أجل سألها بشوف حاجة تانية بقى,Happiness,Happiness,Happiness,Happiness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),10,SPEAKER_01,8,190.1109688,226.6622188,36.55125,videos/SPEAKER_01/SPEAKER_01_segment_0008.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0008.wav,علشان دايماً حمل هم اليوم اللي حتموت فيه تصدقي بقى أنا فكراها زمان قوي يعني كانت فيه حتى فيه برنامج كنت أنا ودنيا وكانت ماما عايشة الله يرحم ستي دي أمي آي أنا عيطت أنا ودنيا طب من عيط ليه أنا عايشة وماما عايشة يعني فحاجة غريبة جداً فأنا بفتكر كل سنة في عيد الأم وكل ما أسمع ستي الحبايب يا حبيبة أعيط ويا ماما موجودة ده من صغري ماما الله يرحمها يعني مرة واحدة كده حست بإن إحنا كلنا تبتدينا نتشغل,Sadness,Sadness,,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),11,SPEAKER_01,9,256.3453438,260.7159688,4.370625,videos/SPEAKER_01/SPEAKER_01_segment_0009.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0009.wav,يعني ما يرقّدهاش يعني أنت فاهم المعنى؟,Sadness,,,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),12,SPEAKER_01,10,271.2459688,279.9028438,8.656875,videos/SPEAKER_01/SPEAKER_01_segment_0010.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0010.wav,ده بيبقوا بركة والله بتبقى بركة في البيت سيد أنيس منصور الله يرحمه احنا بنقول الله يرحمهم كتير قوي,,,Surprise,Surprise,Clear,Female,Delal Abd El-Aziz
videoplayback (26),13,SPEAKER_01,11,281.1009688,293.7909688,12.69,videos/SPEAKER_01/SPEAKER_01_segment_0011.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0011.wav,السيدة أنيس منصور قال لي أنا ما حسيتش إني كبرت إلا لما أمي ماتت وكنت راجل وكبير وشحط كده لما ماتت أمي حسيت إن أنا كبرت,Sadness,Sadness,,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),14,SPEAKER_01,12,294.0103438,298.2965938,4.28625,videos/SPEAKER_01/SPEAKER_01_segment_0012.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0012.wav,إن أنا يعني عجز كأنه ما كانش عجز يعني,Sadness,Sadness,,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),15,SPEAKER_01,13,319.9134688,346.7447188,26.83125,videos/SPEAKER_01/SPEAKER_01_segment_0013.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0013.wav,كنت شفتيها بعد دياري دي انا كل ما احتاس في البيت وفي الشغالين وفي شغل البيت وفي التنظيف وفي المطبخ ان شاء الله حتى اشراف يعني هي ما كانتش بتعمل بيدها كل حاجة كانت في شغالين موجودين بس هي عينها عليهم تقول لهم اعملي كذا اعملي كذا يعني واخد بالها من كل حاجة في البيت لا دلوقتي صعب اوه انا حتى قطة مكركبة دلوقتي كانت اكتر حاجة بتضايقها,Sadness,,Sadness,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),17,SPEAKER_00,2,356.7853438,362.5903438,5.805,videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0002.wav,الله يرحمه. لو احنا في عيد الام بتدي كلمة لمامتك. الله يرحمها ويحسن ليها.,,Sadness,,Sadness,Clear,Female,Mona El Shazly
videoplayback (26),18,SPEAKER_01,15,364.9697188,379.4315938,14.461875,videos/SPEAKER_01/SPEAKER_01_segment_0015.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0015.wav,الله يرحمك يا ماما وحشتيني قوي قوي قوي وإحنا من غيرك يعني ولا حاجة حقيقي حسنا بقيمتك أكتر بعد ما رحت جميعا,Sadness,Sadness,Sadness,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),19,SPEAKER_00,3,390.0797188,393.9609688,3.88125,videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0003.wav,أطفال لما منيجي نكلم عن أمهاتي ربنا نخليهم كلهم,Sadness,Sadness,Sadness,Sadness,Clear,Female,Mona El Shazly
videoplayback (26),20,SPEAKER_00,4,394.4672188,399.0572188,4.59,videos/SPEAKER_00/SPEAKER_00_segment_0004.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0004.wav,بس بقى ما تعيتيش عشان سمير غني ما يتراش عليك والنبي هيترق عليك,Sadness,Sadness,,Sadness,Clear,Female,Mona El Shazly
videoplayback (26),3,SPEAKER_01,2,30.00096875,37.89846875,7.8975,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,ورجاء الجداوي برضو أعزائي الجداوي شنية معايا لي,Happiness,,Happiness,Happiness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),5,SPEAKER_01,4,101.0278438,105.5334688,4.505625,videos/SPEAKER_01/SPEAKER_01_segment_0004.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0004.wav,على طول ما بيتأخروش يعني مدام هم مفضين وممكن يعزوا بيعزوا,Sadness,Sadness,Sadness,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),6,SPEAKER_01,5,106.3097188,135.3009688,28.99125,videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0005.wav,وكل واحدة حسب بقى ظروفها ساعات اللي بتحصلني واللي بتسبقني وكده يعني ودي الأصول بصراحة احنا كنا في الزئازيق متربيين لما كان بيموت حد حد لحد في العمارة مش حد في العمارة نفسها كنا بنقفل التليفزيون ما بنقدرش نفتح التليفزيون اوالله كانت نومت زي عقلنا وطي الصوت قفلوا التليفزيون فيه ناس يعني كنا بنقعد مدة مدة,Sadness,Sadness,Sadness,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (26),7,SPEAKER_01,6,135.9928438,142.0340938,6.04125,videos/SPEAKER_01/SPEAKER_01_segment_0006.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0006.wav,وتلاقي كل عيات وكل بس كان الموت برضو قليل دلوقتي بقى كثير,Sadness,,,Sadness,Clear,Female,Delal Abd El-Aziz
videoplayback (278),0,SPEAKER_02,0,18.30659375,22.60971875,4.303125,videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0000.wav,بقولك ايه؟ انا عاوزك تيجي النهاردة عشان نتعشى مع بعض قليل,Happiness,Happiness,Happiness,Happiness,Clear,Female,
videoplayback (278),3,SPEAKER_01,0,89.65409375,98.51346875,8.859375,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,بس أنا في حاجة محيراني ومش فاهمها  ومش لاقيلها تفسير ايه اللي خلاه  اتغير كده فجأة حد كلمه ولا إيه بالظبط,Surprise,Surprise,Surprise,Surprise,Clear,Male,توفيق عبد الحكيم
videoplayback (278),4,SPEAKER_01,1,102.3272188,109.9547188,7.6275,videos/SPEAKER_01/SPEAKER_01_segment_0001.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0001.wav,أيوة أكيد عنده أسبابه بس إيه هي؟ ضميره صحي فجأة كده؟ و  حس بالذنب  وجاي يعتذر,Surprise,Surprise,Surprise,Surprise,Clear,Male,توفيق عبد الحكيم
videoplayback (278),7,SPEAKER_01,2,156.8334688,166.6884688,9.855,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,معقولة يا يارا إزاي الكلام دي؟ أنا يا حبيبي متجوز مها بقالي خمس سنين عمرك حسيت أني أنا اتغيرت معاكي او مع أمك ؟,Surprise,Surprise,Surprise,Surprise,Clear,Male,توفيق عبد الحكيم
videoplayback (278),8,SPEAKER_01,3,169.7597188,176.7122188,6.9525,videos/SPEAKER_01/SPEAKER_01_segment_0003.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0003.wav,انت عارفة الامور كانت ماشية كويس لولاش اخوكي  دخل على الخط اذاه واذاني ,Sadness,Sadness,Sadness,Sadness,Clear,Male,توفيق عبد الحكيم
videoplayback (30),0,SPEAKER_01,0,52.79909375,57.67596875,4.876875,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,هي تعديلة صغيرة بس راجل ومراته الأولانية بيتكلموا فمراته الثانية بترد عليه,Happiness,Happiness,Anger,Happiness,Clear,Female,zeina
videoplayback (30),1,SPEAKER_02,0,137.2247188,142.9790938,5.754375,videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0000.wav,واحدة غير اللي أنا حبيتها واتجوزتها انتي لو بصيتي لنفسك في المراية ثانية واحدة بس مش هتعرفي نفسك أصلا,Sadness,Anger,Anger,Anger,Clear,Male,ahmed fahmy
videoplayback (30),2,SPEAKER_02,1,146.0165938,155.1965938,9.18,videos/SPEAKER_02/SPEAKER_02_segment_0001.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0001.wav,فين جميلة اللي كانت بتشاركني كل لحظة في حياتي الوحش منها قبل الحلو؟ فين جميلة اللي كانت بالنسبالي أمي وصاحبتي وحبيبتي اللي كانت بتفهم بشغلي أكتر ما أنا بفهم بكتير؟ راحت فين؟,Anger,Sadness,Anger,Anger,Clear,Male,ahmed fahmy
videoplayback (30),3,SPEAKER_02,2,157.0022188,161.0353438,4.033125,videos/SPEAKER_02/SPEAKER_02_segment_0002.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0002.wav,أنا متجوزتش على جميلة اللي أنا حبيتها زمان أنا اتجوزت على جميلة بتاعة دلوقتي,Sadness,Sadness,Sadness,Sadness,Clear,Male,ahmed fahmy
videoplayback (300),0,SPEAKER_00,0,15.43784375,19.38659375,3.94875,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,واحدة شكلها غالبا كبتعد الطريق عم تفر معهم سواها بالأسفلت,Disgust,Sadness,Sadness,Sadness,Clear,Male,
videoplayback (300),1,SPEAKER_02,0,32.59971875,36.21096875,3.61125,videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0000.wav,كمان؟ يعني أنا اللي قتلتها ونسى الصور معها سالفي؟,Anger,Surprise,Anger,Anger,Noisy,Female,
videoplayback (300),2,SPEAKER_00,1,36.29534375,41.00346875,4.708125,videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0001.wav,آه انكري بقى انت بحني في لي البشرة على المصحف ان ده ما حصلش شو ايه؟,Anger,Anger,,Anger,Clear,Male,
videoplayback (300),3,SPEAKER_00,2,52.49534375,60.03846875,7.543125,videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0002.wav,بتزاز مين وبتسم مين ده أنا اللي مجنى علي ما تخليك محدد الخير يعمل حاجة نقول لي يا شوقي معلش يا باشا أصل البيع عصبني يعني,Anger,Anger,,Anger,Clear,Male,
videoplayback (300),4,SPEAKER_00,3,84.10221875,106.6978438,22.595625,videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0003.wav,أنا راجل سواق على عربية كاميون وداق ليعيش وراهجي على الأسفلت وفي الليلة الغابرة دي يا باشا ربنا ما يوريها لك ولا يوريها لأي حد قلت أنزل يعني لما واظف وقح حسرا وعم تزعل من قدمين يا دوبك لسه بفك زرار البنطلون ونقلك دي جا مقفلة العداد وماشي على سرعة 280 ربك الحق يا باشا أنا تخضيت والله العظم قطعت ميا ونور قمت جارها العربيتي,Anger,Sadness,,Anger,Clear,Male,
videoplayback (300),6,SPEAKER_00,5,240.3647188,248.5322188,8.1675,videos/SPEAKER_00/SPEAKER_00_segment_0005.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0005.wav,أددهم يا بي وأنا أدهم يعني بعد اللي عملوه معايا في الكافيه ودتلهم الصور واخدوا منهم موبايل بتاعي هقدر أعمل معهم أي حاجة,Surprise,Anger,Surprise,Surprise,Clear,Male,
videoplayback (301),1,SPEAKER_00,0,71.00721875,74.21346875,3.20625,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,ويبقى عندي بيت صغير ونعيش مبسوطين زي أي حاجة,Sadness,Happiness,Sadness,Sadness,Noisy,Male,
videoplayback (301),2,SPEAKER_00,1,125.1759688,128.7703438,3.594375,videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0001.wav,حتى المرة فاكر المرة اللي انت شربتني فيها ليلة الفرح,Sadness,,Sadness,Sadness,Noisy,Male,
videoplayback (301),3,SPEAKER_01,1,174.3159688,178.0453438,3.729375,videos/SPEAKER_01/SPEAKER_01_segment_0001.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0001.wav,هو طبيعي يا مصطفى طبيعي الكويس بيلاقي الكويس اللي زيه,,Surprise,,Surprise,Noisy,Male,
videoplayback (302),1,SPEAKER_01,0,124.6528438,128.8884688,4.235625,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,ما هي 14000 بلاشة شو مش عايزة أقول لك أنه حروق بس شو حاجة,,,Happiness,Happiness,Clear,Female,
videoplayback (302),12,SPEAKER_01,5,429.8203438,445.8009688,15.980625,videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0005.wav,ليه مش شايف أن ده ما تكررش كتير؟ آه وحتى أنا عمري ما أنسى إنه إنه إنه والدته ووالده قالولي عدي الليلة دي وما ترجعلوش عشان سمعتك عشان إحنا بنحبك وأنا اللي رفضت,,Surprise,,Surprise,Clear,,
videoplayback (302),14,SPEAKER_01,6,472.5815938,481.3565938,8.775,videos/SPEAKER_01/SPEAKER_01_segment_0006.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0006.wav,قلت لاشي أنا اللي حصل الفرق اللي حصل إنه كان قدام والدتي أنا والدتي عمرها ما شافت ده عمرها ما كانت شافت ده ولا تعرف ده,,Sadness,,Sadness,Clear,,
videoplayback (302),16,SPEAKER_01,8,569.6465938,575.0465938,5.4,videos/SPEAKER_01/SPEAKER_01_segment_0008.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0008.wav,من بعد وفاة والدي وأخويا يوم الفرح مش يوم سعيد,,Sadness,,Sadness,Clear,,
videoplayback (302),22,SPEAKER_01,13,851.2903438,868.0472188,16.756875,videos/SPEAKER_01/SPEAKER_01_segment_0013.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0013.wav,ما بيبقاش قصدي أنا عاملة كده أنا مريضة بأمي فعلاً يعني هي عارفة أن أنا أصلاً ما وأنا باعتذر لخالتي جداً والغاية سوى منها هذا أنا بأندم على أن أنا ممكن أكون في يوم من الأيام ضايقتها لأن ده غلط مني ده قلة أدب مني أمي,Sadness,Sadness,,Sadness,Noisy,Female,
videoplayback (302),27,SPEAKER_01,17,1040.577219,1046.196594,5.619375,videos/SPEAKER_01/SPEAKER_01_segment_0017.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0017.wav,وارد وارد لأنه أنا ما أقدرش أسيبها بنتي بقيت,Sadness,Sadness,Sadness,Sadness,Noisy,Female,
videoplayback (302),39,SPEAKER_01,25,1418.948469,1424.584719,5.63625,videos/SPEAKER_01/SPEAKER_01_segment_0025.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0025.wav,لا مش أيوا يا فريد آه آه يعني لا مثلا صورة وقت يا فريد عايز يفي حاجة ندقيك يا حبيبي,Surprise,,Happiness,Surprise,Noisy,Female,
videoplayback (302),40,SPEAKER_01,26,1442.370969,1458.267219,15.89625,videos/SPEAKER_01/SPEAKER_01_segment_0026.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0026.wav,أن أنا قلت رب أنا بفهم بطريقة معينة أنت عارف أنا بفهم إزاي أعمل إيه دلوقتي حالاً خلاص لأنه أنا ممكن شايفة أخد قرار ولا والدتي عارفة أخد قرار وده ممكن يبقى أصعب قرار ممكن أي حد ياخده وما يروحش الفرع,,Anger,,Anger,Noisy,Female,
videoplayback (302),43,SPEAKER_01,29,1491.747219,1515.270969,23.52375,videos/SPEAKER_01/SPEAKER_01_segment_0029.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0029.wav,خلاص بفتح الواتساب ببص على الصورة لقيتها متعورة في إيدي شاي وقع عليها على إيديها حرق لها إيديها طيب رجعت أكلمها ما بتردش يا كيمي رجعت أكلم داليا ما فيش طيب حد يرد عليها هي حصل لها إيه ولا أعرف دا إيديها عليها لسعة قلت لها أنا عايزة أمزل القاهرة حالاً أنا مش هكمل دا أنا دي الرسالة اللي وصلت لي ربنا عارف أنا بفهم إزاي,Fear,Fear,Surprise,Fear,Noisy,Female,
videoplayback (302),44,SPEAKER_01,30,1522.847844,1525.969719,3.121875,videos/SPEAKER_01/SPEAKER_01_segment_0030.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0030.wav,والله دي حاجة أنا عمي ما قلتها ناس تسيما تعرفوش,,,Happiness,Happiness,Noisy,Female,
videoplayback (302),5,SPEAKER_01,1,278.5865938,284.3578438,5.77125,videos/SPEAKER_01/SPEAKER_01_segment_0001.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0001.wav,أنا أصلاً مش هكذا بلي لا هقولك بصراحة,,Sadness,Happiness,Sadness,Clear,Female,
videoplayback (302),6,SPEAKER_01,2,285.0328438,297.1153438,12.0825,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,ما حصلش تطول على والدتي ولا حد يقدر حتى لو غلطت يعني أنا بقى مش مشكلة تغلط برحيتها بس أنا ولا حد يجرؤ اللي حصل بالضبط أن فيه خنائق هو مش معايا,,Anger,Anger,Anger,Clear,Female,
videoplayback (302),7,SPEAKER_01,3,297.3515938,313.0115938,15.66,videos/SPEAKER_01/SPEAKER_01_segment_0003.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0003.wav,خناقة حصلت مع حد في الشارع كانت قدام والدتي أنا حسيت أني ضيقت أنه ده حصل قدامها لأن هي لها مكانة كبيرة قوي وهي ما ينفعش تشوف ده ما ينفعش تبقى لقانة,,Sadness,,Sadness,Clear,,
videoplayback (31),0,SPEAKER_02,0,29.83221875,33.13971875,3.3075,videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0000.wav,ممكن تقولي بقا انت ليه متغير معايا وبتعاملني بالطريقة دي في ايه,Sadness,Sadness,Sadness,Sadness,Clear,Female,zeina
videoplayback (31),2,SPEAKER_04,0,47.75346875,51.01034375,3.256875,videos/SPEAKER_04/SPEAKER_04_segment_0000.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0000.wav,لازم تفوقي لنفسك تقدري تقوليلي مين اللي كل الجو في الحفلة؟,Anger,Anger,Anger,Anger,Clear,Male,ahmed fahmy
videoplayback (31),3,SPEAKER_04,1,54.73971875,59.70096875,4.96125,videos/SPEAKER_04/SPEAKER_04_segment_0001.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0001.wav,قصدي انتي فاهمهاه كويس في النهاية حفلتك وجت هي عالجاهز زي السندريلا وخطفت الامير,Anger,Anger,Anger,Anger,Clear,Male,ahmed fahmy
videoplayback (32),0,SPEAKER_01,0,36.34596875,41.44221875,5.09625,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,الصور الواو الexclusive دي سيبها لنفسك مش محتاجاها في أي حاجة خالص,Disgust,Neutral,Disgust,Disgust,Clear,Female,nelly karim
videoplayback (32),1,SPEAKER_01,1,56.49471875,62.46846875,5.97375,videos/SPEAKER_01/SPEAKER_01_segment_0001.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0001.wav,والله ده شيء يسعدني لما تضطرد وتكون في الشارع يعني أنا مالي إن شاالله تروح في ستين دهية,Anger,Anger,Anger,Anger,Clear,Female,nelly karim
videoplayback (32),2,SPEAKER_01,2,77.26784375,86.93721875,9.669375,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,والله أنا اللي مستغرباه يا أستاذ زياد إن واحدة من ساعة ما اتجوزتها عمالة تهين في رجولتك وتهين فيك وتسجنك وإنت برضو مستحمل ولا أي حاجة خالص,Anger,Disgust,Anger,Anger,Clear,Female,nelly karim
videoplayback (32),3,SPEAKER_04,0,104.9765938,108.8578438,3.88125,videos/SPEAKER_04/SPEAKER_04_segment_0000.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0000.wav,وانا مرضيتش اسيبها واتجوزتها وانا عارف ان انا عمري ما هبقا اب,Sadness,Sadness,Sadness,Sadness,Clear,Male,commoner
videoplayback (32),4,SPEAKER_04,1,112.9922188,118.5103438,5.518125,videos/SPEAKER_04/SPEAKER_04_segment_0001.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0001.wav,ليلى شايلة الرحم وانا اللي ماضي بايدي على الكونسنت في المستشفى كان لازم يشيلوا الرحم عشان يوقفوا النزيف الداخلي,Anger,Sadness,Anger,Anger,Clear,Male,commoner
videoplayback (32),6,SPEAKER_00,0,307.9490938,314.7328438,6.78375,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,أنا عرفت المعلومة دي بالصدفة من زياد طليقها هي عملت حادثة لما كانت عايشة في إيطاليا وحصل لها تهتك في الرحم,Sadness,Sadness,Neutral,Sadness,Clear,Female,nelly karim
